LayerID,IRIs,Space,Topic,Style,Discard,State
95961,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:00
95962,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:01
95963,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:02
95964,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:02
95965,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:03
95966,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:03
95967,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:04
95968,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:05
95969,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:05
95970,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:06
95971,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:06
95972,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:07
95973,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:08
95974,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:08
95975,http://sweetontology.net/realmBiolBiome/Ecosystem,Global/Europe,Ecosystem,Choloplethic Method,0,2022.07.11 09:18:09
95976,"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateRealm/Offshore,http://sweetontology.net/propEnergy/Energy",Global/Europe,"Ecosystem,Energy",Choloplethic Method,0,2022.07.06 09:50:07
95978,http://sweetontology.net/propEnergyFlux/Irradiance,Global/Europe,Energy,Choloplethic Method,0,2022.07.04 09:16:55
95979,http://sweetontology.net/propEnergyFlux/Irradiance,Global/Europe,Energy,Choloplethic Method,0,2022.07.04 09:17:41
96010,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:09
96011,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:10
96012,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:11
96013,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:12
96014,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:12
96015,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:13
96016,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:13
96017,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:14
96018,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:15
96019,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:15
96020,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:16
96021,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:16
96022,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:17
96023,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:17
96024,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:18
96025,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:19
96026,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:19
96027,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:20
96028,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:20
96029,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:21
96030,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:22
96031,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:22
96032,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:23
96033,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:24
96034,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:25
96035,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:25
96036,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:26
96037,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:27
96038,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:27
96039,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:28
96040,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:28
96041,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:29
96042,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:30
96043,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:30
96044,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:32
96045,http://sweetontology.net/reprSciComponent/Resource,Global/Europe,"Biodiversity,Energy",Choloplethic Method,0,2022.07.11 09:18:32
96109,http://sweetontology.net/propEnergyFlux/Irradiance,Global/Europe,Energy,Choloplethic Method,0,2022.07.04 09:23:48
96454,"http://sweetontology.net/propFunction/Maximum,http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global/Europe/France/Provence-Alpes-Côte d'Azur,Weather,Choloplethic Method,0,2022.07.06 09:54:01
96455,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:17
96456,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:23
96457,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:24
96458,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:24
96459,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:25
96460,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:26
96461,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:27
96462,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:28
96463,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:29
96464,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:30
96465,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:40
96466,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Maximum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:41
96467,"http://sweetontology.net/propFunction/Average,http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:42
96469,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:44
96471,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:44
96473,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:45
96475,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:46
96477,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:46
96479,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.10 11:19:55
96480,"http://sweetontology.net/propFunction/Average,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/matr/Air",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:55
96481,"http://sweetontology.net/propFunction/Minimum,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/matr/Air",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:56
96483,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Minimum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:56
96485,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Minimum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:57
96487,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Minimum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:58
96489,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Minimum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:58
96491,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Minimum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:19:59
96493,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Minimum",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:20:00
96497,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average,http://sweetontology.net/propFunction/StandardDeviation,http://sweetontology.net/prop/Error",Global/Europe/France/Provence-Alpes-Côte d'Azur,"Climate,Weather",Choloplethic Method,0,2022.07.11 09:20:00
96634,"http://sweetontology.net/propOrdinal/Age,http://sweetontology.net/propCount/Population,http://sweetontology.net/matrAerosol/PM2point5",Global/Europe,Health,Choloplethic Method,0,2022.07.06 10:09:01
96636,"http://sweetontology.net/propCount/Population,http://sweetontology.net/propOrdinal/Age,http://sweetontology.net/matrAerosol/PM2point5",Global/Europe,Health,Choloplethic Method,0,2022.07.06 10:08:58
97282,"http://sweetontology.net/stateRoleGeographic/Boundary,http://sweetontology.net/humanJurisdiction/Country",Global/Africa/Ghana,Geology,Area Method,0,2022.07.06 10:10:13
97303,"http://sweetontology.net/phenAtmoPrecipitation/Rainfall,http://sweetontology.net/propFunction/Average",Global/Africa/Ghana,"Climate,Weather","Quality Base Method,Line Symbol Method",0,2022.07.06 10:12:08
97314,"http://sweetontology.net/propFunction/Average,http://sweetontology.net/phenAtmoPrecipitation/Rainfall",Global/Africa/Ghana,"Climate,Weather","Quality Base Method,Line Symbol Method",0,2022.07.06 10:12:10
97324,"http://sweetontology.net/propFunction/Average,http://sweetontology.net/phenAtmoPrecipitation/Rainfall",Global/Africa/Ghana,"Climate,Weather","Quality Base Method,Line Symbol Method",0,2022.07.06 10:11:55
97345,"http://sweetontology.net/humanAgriculture/Irrigation,http://sweetontology.net/realmHydro/SurfaceWater","Global/Africa/Ghana,Global/Africa/Burkina Faso","Agriculture,Water","Area Method,Point Symbol Method",0,2022.07.06 10:13:51
97361,"http://sweetontology.net/realmHydroBody/River,http://sweetontology.net/realmHydroBody/Stream,http://sweetontology.net/realmGeolBasin/Basin","Global/Africa/Ghana,Global/Africa/Burkina Faso",Water,Line Symbol Method,0,2022.07.11 09:20:16
97373,http://sweetontology.net/matrEquipment/Infrastructure,Global/Africa/Burkina Faso,Geology,Area Method,0,2022.07.06 10:17:28
97389,"http://sweetontology.net/realmLandform/LandCover,http://sweetontology.net/realmGeolBasin/Basin",Global/Africa/Ghana,Geology,Raw Image,0,2022.07.11 09:20:28
97411,http://sweetontology.net/reprSpaceGeometry/Region,Global/Africa/Ghana/Upper East,Geology,Point Symbol Method,0,2022.07.11 09:20:51
97421,http://sweetontology.net/matrFacility/Habitat,Global/Africa/Ghana/Upper East,Health,Point Symbol Method,0,2022.07.06 10:21:25
97433,http://sweetontology.net/matrFacility/Habitat,Global/Africa/Ghana/Upper East,Health,Point Symbol Method,0,2022.07.06 10:21:46
97446,"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/propCategorical/Type",Global/Africa/Ghana/Upper East,Geology,Quality Base Method,0,2022.07.06 10:22:15
97924,http://sweetontology.net/matrFacility/Facility,Global/Europe/Gibraltar,Health,Point Symbol Method,0,2022.07.06 10:24:37
97930,"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/realmHydroBody/BodyOfWater",Global/Europe/Gibraltar,Water,Area Method,0,2022.07.06 11:09:33
97931,"http://sweetontology.net/realmHydroBody/BodyOfWater,http://sweetontology.net/matrWater/Groundwater",Global/Europe/Gibraltar,Water,Area Method,0,2022.07.06 11:10:33
97935,"http://sweetontology.net/reprMathGraph/Network,http://sweetontology.net/matrFacility/TransportationFacility",Global/Europe/Gibraltar,Health,Line Symbol Method,0,2022.07.06 11:13:14
97961,"http://sweetontology.net/matrFacility/TransportationFacility,http://sweetontology.net/reprMathGraph/Network",Global/Europe/Gibraltar,Health,Line Symbol Method,0,2022.07.06 11:15:17
97962,"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/propSpaceMultidimensional/Area",Global/Europe/Gibraltar,"Agriculture,Ecosystem",Area Method,0,2022.07.06 11:16:05
102239,http://sweetontology.net/phenAtmoWind/Wind,Global,Weather,Point Symbol Method,0,2022.07.06 11:16:49
102253,"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/reprSpaceGeometry/Surface",Global,"Agriculture,Weather",Choloplethic Method,0,2022.07.11 09:21:17
102255,"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/matrWater/Ice,http://sweetontology.net/propMass/Content",Global,"Geology,Water",Choloplethic Method,0,2022.07.06 11:20:54
102256,"http://sweetontology.net/matrPlant/Vegetation,http://sweetontology.net/matrCompound/Water",Global,Agriculture,Area Method,0,2022.07.11 09:21:28
102262,http://sweetontology.net/phenAtmoWind/Wind,Global,Weather,Point Symbol Method,0,2022.07.06 11:22:00
102264,http://sweetontology.net/phenAtmoWind/Wind,Global,Weather,Point Symbol Method,0,2022.07.06 11:22:04
102267,"http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global,Weather,Choloplethic Method,0,2022.07.06 11:22:15
102269,"http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global,Weather,Choloplethic Method,0,2022.07.06 11:22:20
102328,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/reprSpaceGeometry/Surface",Global,"Agriculture,Weather",Choloplethic Method,0,2022.07.11 09:21:48
102329,"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/matrCompound/Water,http://sweetontology.net/propMass/Content",Global,Agriculture,Choloplethic Method,0,2022.07.06 11:36:34
102330,"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/matrWater/Ice,http://sweetontology.net/propMass/Content",Global,Agriculture,Choloplethic Method,0,2022.07.06 11:36:37
102331,"http://sweetontology.net/matrPlant/Vegetation,http://sweetontology.net/matrCompound/Water",Global,Agriculture,Choloplethic Method,0,2022.07.06 11:35:16
102332,"http://sweetontology.net/matrWater/Snow,http://sweetontology.net/matrCompound/Water",Global,Water,Area Method,0,2022.07.06 11:35:22
102335,"http://sweetontology.net/phenAtmoWind/WindGust,http://sweetontology.net/phenAtmoWind/Wind",Global,Weather,Choloplethic Method,0,2022.07.06 11:33:32
102337,"http://sweetontology.net/phenAtmoWind/WindGust,http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/propFunction/Maximum",Global,Weather,Choloplethic Method,0,2022.07.06 11:31:12
102375,http://sweetontology.net/matrElementalMolecule/Ozone,"Global/North America/Canada,Global/North America/United States","Ecosystem,Health",Choloplethic Method,0,2022.07.06 11:30:44
102377,"http://sweetontology.net/matrAerosol/Aerosol,http://sweetontology.net/matrAerosol/Particulate","Global/North America/United States,Global/North America/Canada","Ecosystem,Health",Choloplethic Method,0,2022.07.11 09:22:04
102413,"http://sweetontology.net/reprSpaceGeometry/Surface,http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/propTemperature/Temperature",Global,Weather,Choloplethic Method,0,2022.07.06 11:28:33
102414,"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/propMass/Content,http://sweetontology.net/matrCompound/Water",Global,Agriculture,Choloplethic Method,0,2022.07.06 11:28:21
102416,"http://sweetontology.net/matrCompound/Water,http://sweetontology.net/matrPlant/Vegetation",Global,Agriculture,Area Method,0,2022.07.11 09:22:14
102420,"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/phenAtmoWind/WindGust",Global,Weather,Choloplethic Method,0,2022.07.06 11:26:16
102422,"http://sweetontology.net/propFunction/Maximum,http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/phenAtmoWind/WindGust",Global,Weather,Choloplethic Method,0,2022.07.06 11:26:04
102425,http://sweetontology.net/phenAtmoWind/Wind,Global,Weather,Point Symbol Method,0,2022.07.06 11:25:41
102427,http://sweetontology.net/phenAtmoWind/Wind,Global,Weather,Point Symbol Method,0,2022.07.06 11:25:18
102429,"http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global,Weather,Choloplethic Method,0,2022.07.06 11:25:06
102430,"http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global/North America/United States,Weather,Choloplethic Method,0,2022.07.06 11:24:53
102431,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/matr/Air",Global,Weather,Choloplethic Method,0,2022.07.06 11:24:44
102432,"http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global,Weather,Choloplethic Method,0,2022.07.06 11:24:34
102433,"http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature",Global,Weather,Choloplethic Method,0,2022.07.06 11:24:19
104251,http://sweetontology.net/realmLandCoastal/Beach,Global/Europe/France/Normandie,Geology,Raw Image,0,2022.07.11 09:22:29
104752,"http://sweetontology.net/matrFacility/Habitat,http://sweetontology.net/realmLandform/SurfaceRegion",Global/Africa/Kenya,Health,Quality Base Method,0,2022.07.11 09:22:40
104785,http://sweetontology.net/realmLandform/SurfaceRegion,Global/Africa/Kenya,Geology,Area Method,0,2022.07.06 16:51:24
105001,http://sweetontology.net/matrFacility/Habitat,Global/Europe/Gibraltar,Health,Point Symbol Method,0,2022.07.06 16:52:28
105007,"http://sweetontology.net/realmHydroBody/BodyOfWater,http://sweetontology.net/realmLandCoastal/CoastalRegion",Global/Europe/Gibraltar,Water,Area Method,0,2022.07.06 17:06:16
105008,http://sweetontology.net/matrWater/Groundwater,Global/Europe/Gibraltar,Water,Area Method,0,2022.07.06 17:05:06
105009,"http://sweetontology.net/realmLandform/LandCover,http://sweetontology.net/realmBiolBiome/Forest,http://sweetontology.net/humanAgriculture/Agriculture",Global/Europe/Gibraltar,"Agriculture,Geology",Quality Base Method,0,2022.07.06 17:09:59
105011,"http://sweetontology.net/matrFacility/TransportationFacility,http://sweetontology.net/reprMathGraph/Network",Global/Europe/Gibraltar,Health,Line Symbol Method,0,2022.07.06 17:43:36
105012,"http://sweetontology.net/reprMathGraph/Network,http://sweetontology.net/matrFacility/TransportationFacility",Global/Europe/Gibraltar,Health,Line Symbol Method,0,2022.07.06 17:43:25
105015,"http://sweetontology.net/reprMathGraph/Network,http://sweetontology.net/matrFacility/TransportationFacility",Global/Europe/Gibraltar,Health,Line Symbol Method,0,2022.07.06 17:44:28
105017,"http://sweetontology.net/matrFacility/TransportationFacility,http://sweetontology.net/reprMathGraph/Network",Global/Europe/Gibraltar,Health,Line Symbol Method,0,2022.07.06 17:44:50
105469,http://sweetontology.net/matrAnimal/Reptile,Global/Europe/Spain,Biodiversity,Quality Base Method,0,2022.07.06 17:12:23
106531,"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Minimum","Global/Europe/Austria,Global/Europe/Hungary","Climate,Weather",Point Symbol Method,0,2022.07.11 09:22:57
106534,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:12
106536,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:13
106538,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:14
106540,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:15
106542,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:16
106544,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:17
106546,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:17
106548,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:18
106550,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:18
106552,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:19
106554,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:20
106556,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:20
106558,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:21
106560,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:22
106562,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:22
106564,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:23
106566,"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Global/Europe,"Agriculture,Water",Quality Base Method,0,2022.07.11 09:23:23
107582,"http://sweetontology.net/stateSpaceConfiguration/Base,http://sweetontology.net/realmGeolConstituent/Layer",Global/Europe/Netherlands,Geology,Line Symbol Method,0,2022.07.11 09:23:57
107588,"http://sweetontology.net/stateSpaceConfiguration/Base,http://sweetontology.net/realmGeolConstituent/Layer",Global/Europe/Netherlands,Geology,Area Method,0,2022.07.11 09:24:14
109088,"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergyFlux/SolarRadiation",Global/Asia/United Arab Emirates,Energy,Choloplethic Method,0,2022.07.07 11:37:20
