MRIEMR_r,RuleGO,DTHF
0.92,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
1.0,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
0.92,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,0.900990099009901
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.7156862745098039,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
0.7058823529411765,1.0,1.0
0.7058823529411765,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.82,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
0.84,1.0,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.55,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,0.57,1.0
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
0.62,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
0.54,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
1.0,1.0,0.73
0.44554455445544555,1.0,0.7029702970297029
1.0,1.0,0.7029702970297029
0.8712871287128713,1.0,0.7029702970297029
0.504950495049505,1.0,0.7029702970297029
0.6633663366336634,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.5544554455445545,1.0,0.7029702970297029
0.5544554455445545,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.504950495049505,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.5742574257425742,1.0,0.7029702970297029
0.504950495049505,1.0,0.7029702970297029
0.8712871287128713,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.8712871287128713,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.504950495049505,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
1.0,1.0,0.7029702970297029
0.44554455445544555,1.0,0.7029702970297029
0.61,0.72,1.0
0.61,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.61,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.44,0.72,1.0
0.65,0.72,1.0
0.49,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.61,0.72,1.0
0.61,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.65,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.61,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.59,0.72,1.0
0.39,0.72,1.0
0.65,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.59,0.72,1.0
0.65,0.72,1.0
0.32,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.7,0.72,1.0
0.45,0.72,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.6310679611650486,1.0,1.0
0.5922330097087378,1.0,1.0
0.8349514563106796,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.8349514563106796,1.0,1.0
0.8349514563106796,1.0,1.0
0.5922330097087378,1.0,1.0
0.5922330097087378,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.8349514563106796,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.8349514563106796,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.5922330097087378,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.8349514563106796,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.5922330097087378,1.0,1.0
0.6504854368932039,1.0,1.0
0.8349514563106796,1.0,1.0
0.6504854368932039,1.0,1.0
0.6504854368932039,1.0,1.0
0.8349514563106796,1.0,1.0
0.6504854368932039,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.59,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
0.59,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
1.0,0.615,1.0
0.385,0.615,1.0
0.385,0.615,1.0
1.0,0.615,1.0
0.615,0.615,1.0
0.385,0.615,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
0.255,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
0.405,0.635,1.0
1.0,0.635,1.0
0.295,0.73,1.0
0.66,0.73,1.0
1.0,0.73,1.0
0.535,0.73,1.0
0.335,0.73,1.0
0.66,0.73,1.0
0.22,0.73,1.0
0.61,0.73,1.0
0.535,0.73,1.0
0.66,0.73,1.0
0.66,0.73,1.0
0.55,0.73,1.0
0.535,0.73,1.0
0.185,0.73,1.0
0.335,0.73,1.0
0.42,0.73,1.0
1.0,0.73,1.0
0.535,0.73,1.0
0.55,0.73,1.0
0.55,0.73,1.0
0.66,0.73,1.0
0.66,0.73,1.0
0.66,0.73,1.0
1.0,0.73,1.0
0.66,0.73,1.0
0.215,0.73,1.0
0.66,0.73,1.0
1.0,0.73,1.0
0.535,0.73,1.0
0.66,0.73,1.0
0.66,0.73,1.0
0.215,0.73,1.0
0.225,0.73,1.0
1.0,0.73,1.0
0.42,0.73,1.0
0.335,0.73,1.0
0.215,0.73,1.0
0.42,0.73,1.0
0.215,0.73,1.0
1.0,0.73,1.0
1.0,0.73,1.0
0.66,0.73,1.0
0.335,0.73,1.0
0.225,0.73,1.0
0.54,0.73,1.0
0.42,0.73,1.0
0.535,0.73,1.0
0.55,0.73,1.0
0.66,0.73,1.0
0.295,0.73,1.0
0.395,0.83,0.685
0.645,0.83,0.685
0.445,0.83,0.685
0.185,0.83,0.685
0.395,0.83,0.685
0.375,0.83,0.685
0.445,0.83,0.685
0.375,0.83,0.685
0.41,0.83,0.685
0.425,0.83,0.685
0.375,0.83,0.685
0.375,0.83,0.685
0.445,0.83,0.685
0.27,0.83,0.685
0.445,0.83,0.685
0.445,0.83,0.685
0.445,0.83,0.685
0.56,0.83,0.685
0.445,0.83,0.685
0.56,0.83,0.685
0.395,0.83,0.685
0.36,0.83,0.685
0.445,0.83,0.685
0.185,0.83,0.685
0.395,0.83,0.685
0.21,0.83,0.685
0.445,0.83,0.685
0.575,0.83,0.685
0.33,0.83,0.685
0.415,0.83,0.685
0.395,0.83,0.685
0.445,0.83,0.685
0.395,0.83,0.685
0.185,0.83,0.685
0.185,0.83,0.685
0.445,0.83,0.685
0.425,0.83,0.685
0.62,0.83,0.685
0.375,0.83,0.685
0.445,0.83,0.685
0.395,0.83,0.685
0.575,0.83,0.685
0.54,0.83,0.685
0.63,0.83,0.685
0.395,0.83,0.685
0.395,0.83,0.685
0.54,0.83,0.685
0.375,0.83,0.685
0.335,0.83,0.685
0.395,0.83,0.685
0.315,0.54,0.85
0.47,0.54,0.85
0.51,0.54,0.85
0.445,0.54,0.85
0.325,0.54,0.85
0.315,0.54,0.85
0.535,0.54,0.85
0.32,0.54,0.85
0.76,0.54,0.85
0.265,0.54,0.85
0.47,0.54,0.85
0.69,0.54,0.85
0.46,0.54,0.85
0.315,0.54,0.85
0.47,0.54,0.85
0.425,0.54,0.85
0.76,0.54,0.85
0.535,0.54,0.85
0.455,0.54,0.85
0.405,0.54,0.85
0.76,0.54,0.85
0.51,0.54,0.85
0.47,0.54,0.85
0.325,0.54,0.85
0.495,0.54,0.85
0.51,0.54,0.85
0.445,0.54,0.85
0.475,0.54,0.85
0.76,0.54,0.85
0.445,0.54,0.85
0.46,0.54,0.85
0.47,0.54,0.85
0.47,0.54,0.85
0.39,0.54,0.85
0.325,0.54,0.85
0.47,0.54,0.85
0.315,0.54,0.85
0.47,0.54,0.85
0.76,0.54,0.85
0.4,0.54,0.85
0.47,0.54,0.85
0.385,0.54,0.85
0.76,0.54,0.85
0.51,0.54,0.85
0.53,0.54,0.85
0.5,0.54,0.85
0.47,0.54,0.85
0.47,0.54,0.85
0.47,0.54,0.85
0.315,0.54,0.85
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,1.0,1.0
1.0,0.38,0.82
0.59,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
0.38,0.38,0.82
0.38,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
0.24,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
1.0,0.38,0.82
0.38,0.38,0.82
0.24,0.38,0.82
0.38,0.38,0.82
1.0,0.38,0.82
0.26,0.695,0.66
0.19,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
0.19,0.695,0.66
0.26,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
0.26,0.695,0.66
0.26,0.695,0.66
0.19,0.695,0.66
0.19,0.695,0.66
0.19,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
0.19,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
0.26,0.695,0.66
1.0,0.695,0.66
0.19,0.695,0.66
1.0,0.695,0.66
0.26,0.695,0.66
0.26,0.695,0.66
0.19,0.695,0.66
0.19,0.695,0.66
0.26,0.695,0.66
1.0,0.695,0.66
0.26,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
0.19,0.695,0.66
0.19,0.695,0.66
0.19,0.695,0.66
0.19,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
0.19,0.695,0.66
0.26,0.695,0.66
0.26,0.695,0.66
1.0,0.695,0.66
0.26,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
1.0,0.695,0.66
